"","Year","AphiaID","Species.Latin.Name","Area","Country","AMS.Catch.TLW.","BMS.Catch.TLW."
"106",2018,126425,"Sprattus sprattus","27_3_D_30","SE",65.7701,NA
"107",2018,126425,"Sprattus sprattus","27_3_D_32","SE",126.112,NA
"108",2018,126425,"Sprattus sprattus","27_4_B","SE",7512.05,NA
"109",2018,126425,"Sprattus sprattus","27_3_A_20","SE",905.238,0.1
"110",2018,126425,"Sprattus sprattus","27_3_A_21","SE",101.392,28.096
"111",2018,126426,"Engraulis encrasicolus","27_3_A_21","SE",6.527,NA
"112",2018,126436,"Gadus morhua","27_3_B_23","SE",397.202,0.325
"113",2018,126436,"Gadus morhua","27_3_D_24","SE",463.656,5.6822
"114",2018,126436,"Gadus morhua","27_3_D_25","SE",916.168,34.6016
"115",2018,126436,"Gadus morhua","27_3_D_26","SE",887.549,12.8523
"116",2018,126436,"Gadus morhua","27_3_D_27","SE",14.5786,0.01
"117",2018,126436,"Gadus morhua","27_3_D_28_2","SE",2.372,0.677
"118",2018,126436,"Gadus morhua","27_3_D_29","SE",32.4413,NA
"119",2018,126436,"Gadus morhua","27_3_D_30","SE",0.2469,NA
"120",2018,126436,"Gadus morhua","27_4_A","SE",60.5617,0.004
"121",2018,126436,"Gadus morhua","27_4_B","SE",213.624,0.0059
"122",2018,126436,"Gadus morhua","27_3_A_20","SE",668.048,2.1928
"123",2018,126436,"Gadus morhua","27_3_A_21","SE",36.7993,0.0226
"124",2018,126437,"Melanogrammus aeglefinus","27_3_B_23","SE",0.0292,NA
"125",2018,126437,"Melanogrammus aeglefinus","27_3_D_24","SE",0.0269,NA
"126",2018,126437,"Melanogrammus aeglefinus","27_4_A","SE",18.5746,NA
"127",2018,126437,"Melanogrammus aeglefinus","27_4_B","SE",80.5197,0.456
"128",2018,126437,"Melanogrammus aeglefinus","27_3_A_20","SE",139.516,0.2418
"129",2018,126437,"Melanogrammus aeglefinus","27_3_A_21","SE",2.7719,0.0222
"130",2018,126438,"Merlangius merlangus","27_3_B_23","SE",0.0313,NA
"131",2018,126438,"Merlangius merlangus","27_3_D_24","SE",8.6064,6.702
"132",2018,126438,"Merlangius merlangus","27_3_D_25","SE",1.5681,4.295
"133",2018,126438,"Merlangius merlangus","27_4_A","SE",2.4947,NA
"134",2018,126438,"Merlangius merlangus","27_4_B","SE",5.7893,NA
"135",2018,126438,"Merlangius merlangus","27_3_A_20","SE",29.3733,0.0596
"136",2018,126438,"Merlangius merlangus","27_3_A_21","SE",4.1326,0.0966
"137",2018,126439,"Micromesistius poutassou","27_3_A_20","SE",33.853,NA
"138",2018,126439,"Micromesistius poutassou","27_3_A_21","SE",0.1,NA
"139",2018,126440,"Pollachius pollachius","27_3_B_23","SE",0.0302,NA
"140",2018,126440,"Pollachius pollachius","27_3_D_24","SE",0.0176,NA
"141",2018,126440,"Pollachius pollachius","27_4_A","SE",6.873,NA
"142",2018,126440,"Pollachius pollachius","27_4_B","SE",23.483,NA
"143",2018,126440,"Pollachius pollachius","27_3_A_20","SE",62.7087,NA
"144",2018,126440,"Pollachius pollachius","27_3_A_21","SE",0.8196,NA
"145",2018,126441,"Pollachius virens","27_2_A_2","SE",1.579,NA
"146",2018,126441,"Pollachius virens","27_3_B_23","SE",0.1714,NA
"147",2018,126441,"Pollachius virens","27_3_D_24","SE",0.1886,NA
"148",2018,126441,"Pollachius virens","27_4_A","SE",186.426,NA
"149",2018,126441,"Pollachius virens","27_4_B","SE",621.719,NA
"150",2018,126441,"Pollachius virens","27_3_A_20","SE",507.748,0.1211
"151",2018,126441,"Pollachius virens","27_3_A_21","SE",0.2837,0.003
"152",2018,126444,"Trisopterus esmarkii","27_4_A","SE",4.221,NA
"153",2018,126444,"Trisopterus esmarkii","27_3_A_20","SE",0.681,NA
"154",2018,126447,"Brosme brosme","27_4_A","SE",0.9831,NA
"155",2018,126447,"Brosme brosme","27_4_B","SE",0.4947,NA
"156",2018,126447,"Brosme brosme","27_3_A_20","SE",0.6951,NA
"157",2018,126459,"Molva dypterygia","27_3_A_20","SE",0.0856,NA
"158",2018,126461,"Molva molva","27_3_B_23","SE",0.085,NA
"159",2018,126461,"Molva molva","27_4_A","SE",14.4841,NA
"160",2018,126461,"Molva molva","27_4_B","SE",8.0178,NA
"161",2018,126461,"Molva molva","27_3_A_20","SE",25.4787,0.0214
"162",2018,126461,"Molva molva","27_3_A_21","SE",0.3728,NA
"163",2018,126484,"Merluccius merluccius","27_3_B_23","SE",0.015,NA
"164",2018,126484,"Merluccius merluccius","27_4_A","SE",2.6236,0.006
"165",2018,126484,"Merluccius merluccius","27_4_B","SE",5.5675,NA
"166",2018,126484,"Merluccius merluccius","27_3_A_20","SE",77.4077,0.0923
"167",2018,126484,"Merluccius merluccius","27_3_A_21","SE",1.2567,NA
"168",2018,126555,"Lophius piscatorius","27_4_A","SE",12.3976,NA
"169",2018,126555,"Lophius piscatorius","27_4_B","SE",12.4224,NA
"170",2018,126555,"Lophius piscatorius","27_3_A_20","SE",94.8795,0.003
"171",2018,126555,"Lophius piscatorius","27_3_A_21","SE",0.1942,NA
"172",2018,126822,"Trachurus trachurus","27_3_A_20","SE",9.8724,NA
"173",2018,126822,"Trachurus trachurus","27_3_A_21","SE",2.6369,NA
"174",2018,126975,"Dicentrarchus labrax","27_3_A_20","SE",0.005,NA
"175",2018,126975,"Dicentrarchus labrax","27_3_A_21","SE",0.0065,NA
"176",2018,127023,"Scomber scombrus","27_2_A_2","SE",977.697,NA
"177",2018,127023,"Scomber scombrus","27_3_B_23","SE",0.5,NA
"178",2018,127023,"Scomber scombrus","27_3_D_24","SE",2.4473,NA
"179",2018,127023,"Scomber scombrus","27_3_D_25","SE",0.1432,NA
"180",2018,127023,"Scomber scombrus","27_4_A","SE",2872.2,0.002
"181",2018,127023,"Scomber scombrus","27_4_B","SE",3.0411,NA
"182",2018,127023,"Scomber scombrus","27_3_A_20","SE",171.133,0.456
"183",2018,127023,"Scomber scombrus","27_3_A_21","SE",32.5474,0.174
"184",2018,127136,"Glyptocephalus cynoglossus","27_3_B_23","SE",0.008,NA
"185",2018,127136,"Glyptocephalus cynoglossus","27_4_A","SE",0.6995,NA
"186",2018,127136,"Glyptocephalus cynoglossus","27_4_B","SE",0.6832,NA
"187",2018,127136,"Glyptocephalus cynoglossus","27_3_A_20","SE",157.644,0.203
"188",2018,127136,"Glyptocephalus cynoglossus","27_3_A_21","SE",2.3147,0.0159
"189",2018,127139,"Limanda limanda","27_3_B_23","SE",1.3722,NA
"190",2018,127139,"Limanda limanda","27_3_D_24","SE",0.0159,NA
"191",2018,127139,"Limanda limanda","27_3_D_25","SE",0.061,0.05
"192",2018,127139,"Limanda limanda","27_3_D_26","SE",0.28,NA
"193",2018,127139,"Limanda limanda","27_3_D_27","SE",0.345,NA
"194",2018,127139,"Limanda limanda","27_3_D_28_2","SE",0.02,NA
"195",2018,127139,"Limanda limanda","27_3_D_29","SE",0.07,NA
"196",2018,127139,"Limanda limanda","27_4_A","SE",0.0154,NA
"197",2018,127139,"Limanda limanda","27_4_B","SE",0.1713,NA
"198",2018,127139,"Limanda limanda","27_3_A_20","SE",0.804,NA
"199",2018,127139,"Limanda limanda","27_3_A_21","SE",1.3625,0.031
"200",2018,127140,"Microstomus kitt","27_3_B_23","SE",0.0731,NA
"201",2018,127140,"Microstomus kitt","27_4_A","SE",0.5752,NA
"202",2018,127140,"Microstomus kitt","27_4_B","SE",2.6905,NA
"203",2018,127140,"Microstomus kitt","27_3_A_20","SE",4.5748,NA
"204",2018,127140,"Microstomus kitt","27_3_A_21","SE",1.4616,0.0016
"205",2018,127141,"Platichthys flesus","27_3_B_23","SE",14.2595,0.015
"206",2018,127141,"Platichthys flesus","27_3_C_22","SE",0.015,NA
"207",2018,127141,"Platichthys flesus","27_3_D_24","SE",5.7989,0.438
"208",2018,127141,"Platichthys flesus","27_3_D_25","SE",37.182,56.106
"209",2018,127141,"Platichthys flesus","27_3_D_26","SE",3.9175,NA
"210",2018,127141,"Platichthys flesus","27_3_D_27","SE",14.2112,0.034
"211",2018,127141,"Platichthys flesus","27_3_D_28_2","SE",15.4956,0.002
"212",2018,127141,"Platichthys flesus","27_3_D_29","SE",0.034,NA
"213",2018,127141,"Platichthys flesus","27_3_A_21","SE",3.1502,NA
"214",2018,127143,"Pleuronectes platessa","27_3_B_23","SE",13.4212,NA
"215",2018,127143,"Pleuronectes platessa","27_3_C_22","SE",0.0231,NA
"216",2018,127143,"Pleuronectes platessa","27_3_D_24","SE",11.9502,1.23
"217",2018,127143,"Pleuronectes platessa","27_3_D_25","SE",8.9631,1.8865
"218",2018,127143,"Pleuronectes platessa","27_3_D_28_2","SE",0.0084,NA
"219",2018,127143,"Pleuronectes platessa","27_4_A","SE",0.8193,NA
"220",2018,127143,"Pleuronectes platessa","27_4_B","SE",1.8086,NA
"221",2018,127143,"Pleuronectes platessa","27_3_A_20","SE",78.4701,0.7598
"222",2018,127143,"Pleuronectes platessa","27_3_A_21","SE",51.297,0.1098
"223",2018,127144,"Reinhardtius hippoglossoides","27_3_A_20","SE",0.0103,NA
"224",2018,127150,"Scophthalmus rhombus","27_3_B_23","SE",0.7137,NA
"225",2018,127150,"Scophthalmus rhombus","27_3_D_24","SE",0.035,NA
"226",2018,127150,"Scophthalmus rhombus","27_4_B","SE",0.0044,NA
"227",2018,127150,"Scophthalmus rhombus","27_3_A_20","SE",3.9258,0.0027
"228",2018,127150,"Scophthalmus rhombus","27_3_A_21","SE",13.4881,0.0239
"229",2018,127149,"Scophthalmus maximus","27_3_B_23","SE",1.0612,NA
"230",2018,127149,"Scophthalmus maximus","27_3_C_22","SE",0.0087,NA
"231",2018,127149,"Scophthalmus maximus","27_3_D_24","SE",14.2035,NA
"232",2018,127149,"Scophthalmus maximus","27_3_D_25","SE",11.2273,0.0055
"233",2018,127149,"Scophthalmus maximus","27_3_D_27","SE",0.9446,0.008
"234",2018,127149,"Scophthalmus maximus","27_3_D_28_2","SE",1.6529,0.005
"235",2018,127149,"Scophthalmus maximus","27_4_A","SE",0.2071,NA
"236",2018,127149,"Scophthalmus maximus","27_4_B","SE",0.7678,NA
"237",2018,127149,"Scophthalmus maximus","27_3_A_20","SE",1.3687,0.0043
"238",2018,127149,"Scophthalmus maximus","27_3_A_21","SE",8.6729,0.0088
"239",2018,127160,"Solea solea","27_3_B_23","SE",1.5623,NA
"240",2018,127160,"Solea solea","27_3_D_24","SE",0.0322,NA
"241",2018,127160,"Solea solea","27_3_A_20","SE",1.2866,NA
"242",2018,127160,"Solea solea","27_3_A_21","SE",13.1392,0.0031
"243",2018,127186,"Salmo salar","27_3_B_23","SE",0.0124,NA
"244",2018,127186,"Salmo salar","27_3_D_24","SE",0.0033,NA
"245",2018,127186,"Salmo salar","27_3_D_25","SE",1.5275,NA
"246",2018,127186,"Salmo salar","27_3_D_30","SE",40.8303,NA
"247",2018,127186,"Salmo salar","27_3_D_31","SE",149.76,1.5969
"248",2018,127187,"Salmo trutta","27_3_B_23","SE",0.2103,NA
"249",2018,127187,"Salmo trutta","27_3_D_24","SE",0.018,NA
"250",2018,127187,"Salmo trutta","27_3_D_25","SE",0.6631,NA
"251",2018,127187,"Salmo trutta","27_3_D_27","SE",1.5358,NA
"252",2018,127187,"Salmo trutta","27_3_D_28_2","SE",0.0763,NA
"253",2018,127187,"Salmo trutta","27_3_D_29","SE",0.002,NA
"254",2018,127187,"Salmo trutta","27_3_D_30","SE",6.8539,0.005
"255",2018,127187,"Salmo trutta","27_3_D_31","SE",1.9755,0.001
"256",2018,127187,"Salmo trutta","27_3_A_21","SE",0.059,NA
"257",2018,150637,"Eutrigla gurnardus","27_3_B_23","SE",0.008,NA
"258",2018,150637,"Eutrigla gurnardus","27_4_A","SE",0.179,NA
"259",2018,150637,"Eutrigla gurnardus","27_4_B","SE",16.256,NA
"260",2018,150637,"Eutrigla gurnardus","27_3_A_20","SE",1.5292,NA
"261",2018,150637,"Eutrigla gurnardus","27_3_A_21","SE",1.4101,0.005
"262",2018,126175,"Sebastes","27_4_A","SE",0.0526,NA
"263",2018,126175,"Sebastes","27_3_A_20","SE",0.1126,NA
"264",2018,107649,"Pandalus borealis","27_1_A","LV",8.858,NA
"265",2018,126281,"Anguilla anguilla","27_3_D_26","LV",0.018,NA
"266",2018,126281,"Anguilla anguilla","27_3_D_28_1","LV",0.1428,NA
"267",2018,126281,"Anguilla anguilla","27_3_D_28_2","LV",0.042,NA
"268",2018,126417,"Clupea harengus","27_3_D_25","LV",315.823,NA
"269",2018,126417,"Clupea harengus","27_3_D_26","LV",1244.28,NA
"270",2018,126417,"Clupea harengus","27_3_D_28_1","LV",16896.2,NA
"271",2018,126417,"Clupea harengus","27_3_D_28_2","LV",8423.35,NA
"272",2018,126425,"Sprattus sprattus","27_3_D_25","LV",1587.6,NA
"273",2018,126425,"Sprattus sprattus","27_3_D_26","LV",4210.85,NA
"274",2018,126425,"Sprattus sprattus","27_3_D_28_1","LV",2057.46,NA
"275",2018,126425,"Sprattus sprattus","27_3_D_28_2","LV",29244.4,NA
"276",2018,126436,"Gadus morhua","27_2_B_2","LV",1054.24,NA
"277",2018,126436,"Gadus morhua","27_3_D_25","LV",166.312,2.403
"278",2018,126436,"Gadus morhua","27_3_D_26","LV",1042.76,9.32
"279",2018,126436,"Gadus morhua","27_3_D_28_2","LV",26.3322,3.818
"280",2018,126437,"Melanogrammus aeglefinus","27_2_B_2","LV",26.691,NA
"281",2018,127141,"Platichthys flesus","27_3_D_25","LV",118.845,NA
"282",2018,127141,"Platichthys flesus","27_3_D_26","LV",170.946,NA
"283",2018,127141,"Platichthys flesus","27_3_D_28_1","LV",196.646,NA
"284",2018,127141,"Platichthys flesus","27_3_D_28_2","LV",821.378,NA
"285",2018,127143,"Pleuronectes platessa","27_3_D_25","LV",0.001,NA
"286",2018,127143,"Pleuronectes platessa","27_3_D_26","LV",0.06,NA
"287",2018,127144,"Reinhardtius hippoglossoides","27_2_B_2","LV",3.783,NA
"288",2018,127149,"Scophthalmus maximus","27_3_D_26","LV",1.13,NA
"289",2018,127149,"Scophthalmus maximus","27_3_D_28_1","LV",0.0015,NA
"290",2018,127149,"Scophthalmus maximus","27_3_D_28_2","LV",5.27,NA
"291",2018,127186,"Salmo salar","27_3_D_26","LV",1.8254,NA
"292",2018,127186,"Salmo salar","27_3_D_28_1","LV",2.2295,NA
"293",2018,127186,"Salmo salar","27_3_D_28_2","LV",2.5185,NA
"294",2018,127187,"Salmo trutta","27_3_D_26","LV",0.163,NA
"295",2018,127187,"Salmo trutta","27_3_D_28_1","LV",5.1317,NA
"296",2018,127187,"Salmo trutta","27_3_D_28_2","LV",3.0238,NA
"297",2018,127254,"Sebastes mentella","27_14_B_1","LV",440.776,NA
"298",2018,127254,"Sebastes mentella","27_2_A_1","LV",875.865,NA
"299",2018,107649,"Pandalus borealis","27_1_A","EE",7468.31,NA
"300",2018,107649,"Pandalus borealis","27_1_B","EE",101.732,NA
"301",2018,107649,"Pandalus borealis","27_14_B_2","EE",84.834,NA
"302",2018,107649,"Pandalus borealis","27_2_B_2","EE",363.687,NA
"303",2018,126281,"Anguilla anguilla","27_3_D_28_1","EE",0.365,NA
"304",2018,126281,"Anguilla anguilla","27_3_D_28_2","EE",0.017,NA
"305",2018,126281,"Anguilla anguilla","27_3_D_29","EE",0.06,NA
"306",2018,126281,"Anguilla anguilla","27_3_D_32","EE",0.057,NA
"307",2018,126417,"Clupea harengus","27_3_D_27","EE",410.847,NA
"308",2018,126417,"Clupea harengus","27_3_D_28_1","EE",12520.8,NA
"309",2018,126417,"Clupea harengus","27_3_D_28_2","EE",2388.73,NA
"310",2018,126417,"Clupea harengus","27_3_D_29","EE",6908.02,NA
"311",2018,126417,"Clupea harengus","27_3_D_32","EE",12497.6,NA
"312",2018,126425,"Sprattus sprattus","27_3_D_27","EE",248.555,NA
"313",2018,126425,"Sprattus sprattus","27_3_D_28_1","EE",133.256,NA
"314",2018,126425,"Sprattus sprattus","27_3_D_28_2","EE",3932.74,NA
"315",2018,126425,"Sprattus sprattus","27_3_D_29","EE",11430.3,NA
"316",2018,126425,"Sprattus sprattus","27_3_D_32","EE",13844.7,NA
"317",2018,126436,"Gadus morhua","27_1_A","EE",1025.33,NA
"318",2018,126436,"Gadus morhua","27_3_D_28_1","EE",0.133,NA
"319",2018,126436,"Gadus morhua","27_3_D_28_2","EE",0.211,NA
"320",2018,126436,"Gadus morhua","27_3_D_29","EE",0.314,NA
"321",2018,126436,"Gadus morhua","27_3_D_32","EE",0.321,NA
"322",2018,127023,"Scomber scombrus","27_3_D_32","EE",36526,NA
"323",2018,127141,"Platichthys flesus","27_3_D_28_1","EE",36.926,NA
"324",2018,127141,"Platichthys flesus","27_3_D_28_2","EE",43731,NA
"325",2018,127141,"Platichthys flesus","27_3_D_29","EE",78.028,NA
"326",2018,127141,"Platichthys flesus","27_3_D_32","EE",30.937,NA
"327",2018,127144,"Reinhardtius hippoglossoides","27_1_A","EE",574.107,NA
"328",2018,127149,"Scophthalmus maximus","27_3_D_29","EE",0.45,NA
"329",2018,127149,"Scophthalmus maximus","27_3_D_32","EE",0.219,NA
"330",2018,127186,"Salmo salar","27_3_D_28_1","EE",0.84,NA
"331",2018,127186,"Salmo salar","27_3_D_28_2","EE",0.343,NA
"332",2018,127186,"Salmo salar","27_3_D_29","EE",0.52,NA
"333",2018,127186,"Salmo salar","27_3_D_32","EE",-529448,NA
"334",2018,127187,"Salmo trutta","27_3_D_28_1","EE",-359397,NA
"335",2018,127187,"Salmo trutta","27_3_D_28_2","EE",0.766,NA
"336",2018,127187,"Salmo trutta","27_3_D_29","EE",-394400,NA
"337",2018,127187,"Salmo trutta","27_3_D_32","EE",-406270,NA
"338",2018,105814,"Scyliorhinus canicula","27_7_E","GG",1.9605,NA
"339",2018,105891,"Raja undulata","27_7_E","GG",1.0382,NA
"340",2018,126440,"Pollachius pollachius","27_7_E","GG",0.0918,NA
"341",2018,126975,"Dicentrarchus labrax","27_7_E","GG",0.0355,NA
"342",2018,126986,"Mullus surmuletus","27_7_E","GG",0.0384,NA
"343",2018,127143,"Pleuronectes platessa","27_7_E","GG",0.0189,NA
"344",2018,127150,"Scophthalmus rhombus","27_7_E","GG",0.6689,NA
"345",2018,127149,"Scophthalmus maximus","27_7_E","GG",0.1474,NA
"346",2018,127160,"Solea solea","27_7_E","GG",0.1692,NA
"347",2018,127259,"Chelidonichthys cuculus","27_7_E","GG",0.1328,NA
"348",2018,367297,"Raja brachyura","27_7_E","GG",40.1694,NA
"349",2018,125493,"Lophiidae","27_7_E","GG",0.0468,NA
"350",2018,105814,"Scyliorhinus canicula","27_7_A","IM",4.4,NA
"351",2018,125909,"Ammodytes","27_7_A","IM",0.2293,NA
"352",2018,126417,"Clupea harengus","27_7_A","IM",0.0595,NA
"353",2018,126436,"Gadus morhua","27_7_A","IM",0.016,NA
"354",2018,126438,"Merlangius merlangus","27_7_A","IM",0.112,NA
"355",2018,126440,"Pollachius pollachius","27_7_A","IM",1.4719,NA
"356",2018,126441,"Pollachius virens","27_7_A","IM",0.239,NA
"357",2018,126555,"Lophius piscatorius","27_7_A","IM",0.0915,NA
"358",2018,127023,"Scomber scombrus","27_7_A","IM",3.141,NA
"359",2018,127259,"Chelidonichthys cuculus","27_7_A","IM",0.843,NA
"360",2018,105695,"Triakidae","27_7_E","JE",4.682,NA
"361",2018,105814,"Scyliorhinus canicula","27_7_E","JE",15.2573,NA
"362",2018,105820,"Galeorhinus galeus","27_7_E","JE",0.3565,NA
"363",2018,105883,"Raja clavata","27_7_E","JE",0.0775,NA
"364",2018,105885,"Raja microocellata","27_7_E","JE",0.12,NA
"365",2018,105887,"Raja montagui","27_7_E","JE",0.2825,NA
"366",2018,105891,"Raja undulata","27_7_E","JE",0.9809,NA
"367",2018,126436,"Gadus morhua","27_7_E","JE",0.0229,NA
